% Model:              hexGeModeAnalysisv2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 16 2024, 16:32
% Table:              Table 85 - data_to_export
% omega (GHz)                                     Out-of-plane wave number (rad/m)                  N^2 (m^2)                                         wxy (1)                                           wxz (1)                                           wyz (1)                                           mode (m^2)
66.55                                             -1.5411108230972826E8+6.587913381887889E-6i       2.8847376523773005                                -1.3101446762859695E8-2600405.478686266i          -0.34116308399050704+17.18280744693186i           -0.7086935020387168+35.70787989943099i            6
66.55                                             1.6036739622705078E8+1.0634381647046798E-6i       2.973651664389952                                 -16.19126970484533-0.02817663647220244i           -255577.0861653437+1.464752265882033E8i           0.013025762558638592-7.4951477776513205i          7
66.55                                             -1.6036739622705078E8+1.0634381647046798E-6i      2.973651664389952                                 -16.19126970484533+0.02817663647220244i           -255577.0861653437-1.464752265882033E8i           0.013025762558638592+7.4951477776513205i          7
66.55                                             1.7311980259387842E8-2.6415895890826955E-6i       2.96759962048492                                  -33.52086193101806+0.005495451132559139i          -2.127602283156681E-4-1.1202611087259786i         24854.211749428185+1.5208306520398387E8i          8
66.55                                             -1.7311980259387842E8-2.6415895890826955E-6i      2.96759962048492                                  -33.52086193101806-0.005495451132559139i          -2.127602283156681E-4+1.1202611087259786i         24854.211749428185-1.5208306520398387E8i          8
66.6                                              4.959116839865241E7+3.5913014835649774E-8i        2.978645807624118                                 1.6300813091350468-0.04812366135891325i           -2737578.398267697-9.272866482170638E7i           0.16570492365002368+5.61283159448018i             2
66.6                                              -4.959116839865241E7+3.5913014835649774E-8i       2.978645807624118                                 1.6300813091350468+0.04812366135891325i           -2737578.398267697+9.272866482170638E7i           0.16570492365002368-5.61283159448018i             0
66.6                                              6.271696299519158E7                               2.947001400548427                                 -4.301824057519679-0.08047500262035492i           0.02243275058216337-1.1992196192123052i           1142742.869082404-6.108528738432072E7i            3
66.6                                              -6.271696299519158E7                              2.947001400548427                                 -4.301824057519679+0.08047500262035492i           0.02243275058216337+1.1992196192123052i           1142742.869082404+6.108528738432072E7i            0
66.6                                              8.943299250147338E7-2.2096442753507557E-6i        3.015896738703668                                 -1.6377217145991798E-4+0.038580686360886976i      -1.0448492474913258-0.004428151640424904i         0.16753604736279962+7.106575256115784E-4i         4
66.6                                              -8.943299250147338E7-2.2096442753507557E-6i       3.015896738703668                                 -1.6377217145991798E-4-0.038580686360886976i      -1.0448492474913258+0.004428151640424904i         0.16753604736279962-7.106575256115784E-4i         0
66.6                                              1.0701334771439575E8-3.8395075574889224E-8i       2.9593338473305013                                2845915.196388198-5001428.386002752i              -7.110557635268194-4.046052811144036i             -2.7226213523688014-1.5492294020859585i           5
